,City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Tempature,Wind Speed
373,Novopskov,UA,49.55,39.09,1597178971,10,59,67.1,2.93
374,Katsuura,JP,35.13,140.3,1597178399,2,88,84.0,3.0
375,Grindavik,IS,63.84,-22.43,1597178408,90,100,51.8,9.17
376,Barcelos,PT,41.54,-8.62,1597178972,31,93,69.01,2.24
377,Tshane,BW,-24.02,21.87,1597178972,0,31,52.86,4.29
378,Tshikapa,CD,-6.42,20.8,1597178972,24,51,78.24,1.05
379,Truro,GB,50.27,-5.05,1597178674,90,100,63.0,6.93
380,Alta Floresta,BR,-9.88,-56.09,1597178972,10,20,95.9,2.73
381,Datong,CN,40.09,113.29,1597178972,99,74,68.61,4.81
382,Menongue,AO,-14.66,17.69,1597178973,0,33,59.13,4.72
383,Vila Velha,BR,-20.33,-40.29,1597178398,20,78,78.01,11.41
384,Port Elizabeth,ZA,-33.92,25.57,1597178384,0,76,57.2,20.8
385,Aguilar de la Frontera,ES,37.51,-4.66,1597178973,1,78,71.01,11.83
386,Guerrero Negro,MX,27.98,-114.06,1597178394,0,36,87.21,12.88
387,Los Llanos de Aridane,ES,28.66,-17.92,1597178973,5,73,75.2,13.87
388,Kearney,US,40.7,-99.08,1597178724,1,48,87.8,17.22
389,Ugep,NG,5.81,8.08,1597178974,74,88,74.39,5.53
390,Burnie,AU,-41.07,145.92,1597178974,100,91,50.0,5.01
391,Anori,BR,-3.77,-61.64,1597178376,100,45,92.34,0.74
392,Manitouwadge,CA,49.12,-85.84,1597178974,5,77,64.4,6.93
393,Luebo,CD,-5.35,21.42,1597178974,4,56,77.74,2.73
394,Badulla,LK,6.99,81.06,1597178974,96,70,70.45,4.59
395,Galeana,MX,24.83,-100.07,1597178975,20,45,82.0,1.99
396,Bubaque,GW,11.28,-15.83,1597178418,100,84,79.88,20.07
397,Tuatapere,NZ,-46.13,167.68,1597178975,63,96,43.0,1.01
398,Portland,US,45.52,-122.68,1597178354,20,46,80.01,4.7
399,Bergen,NO,60.39,5.33,1597178975,27,59,64.99,6.93
400,Mossamedes,AO,-15.2,12.15,1597178975,63,86,64.08,2.3
401,Krasnosel'kup,RU,65.7,82.47,1597178976,26,55,65.05,10.42
402,Teguise,ES,29.06,-13.56,1597178976,40,69,75.2,20.8
403,Husavik,IS,66.04,-17.34,1597178377,90,82,59.0,8.05
404,Puerto Colombia,CO,10.99,-74.95,1597178936,20,70,87.8,10.29
405,Vestmannaeyjar,IS,63.44,-20.27,1597178430,100,97,52.11,14.97
406,Auki,SB,-8.77,160.7,1597178976,90,81,79.75,5.37
407,Lagoa,PT,39.05,-27.98,1597178410,0,68,69.94,9.35
408,Nguruka,TZ,-5.11,31.04,1597178977,2,40,69.57,3.83
409,Lianzhou,CN,24.78,112.38,1597178977,91,89,76.78,3.22
410,Sorong,ID,-0.88,131.25,1597178977,51,87,79.23,13.02
411,Yulara,AU,-25.24,130.99,1597178382,75,87,51.8,4.7
412,Dzhebariki-Khaya,RU,62.22,135.8,1597178977,13,79,53.83,1.3
413,San Patricio,MX,19.22,-104.7,1597178977,20,66,91.4,17.22
414,Yangi Marg`ilon,UZ,40.43,71.72,1597178401,3,50,75.2,4.7
415,Chilliwack,CA,49.17,-121.94,1597178953,75,64,71.01,12.75
416,Tabou,CI,4.42,-7.35,1597178978,93,75,74.53,8.5
417,Krasnyy Oktyabr',RU,56.12,38.88,1597178978,22,96,50.63,5.59
418,Bosanska Krupa,BA,44.88,16.15,1597178978,59,76,70.29,2.53
419,Pauini,BR,-7.71,-66.98,1597178978,1,27,96.98,2.26
420,Olafsvik,IS,64.89,-23.71,1597178920,100,90,50.86,11.48
421,Thinadhoo,MV,0.53,72.93,1597178427,100,75,82.51,6.44
422,Urozhaynoye,RU,44.79,44.92,1597178979,27,57,69.69,7.34
423,Kiomboi,TZ,-4.27,34.37,1597178979,0,42,64.29,5.44
424,Methóni,GR,36.82,21.7,1597178979,0,50,84.0,4.7
425,Lac du Bonnet,CA,50.25,-96.06,1597178979,0,43,80.01,5.99
426,Noumea,NC,-22.28,166.46,1597178890,0,88,69.01,2.24
427,Vesele,UA,47.01,34.91,1597178980,8,69,68.67,3.56
428,Manokwari,ID,-0.87,134.08,1597178980,6,71,79.09,4.07
429,Muscat,OM,23.61,58.59,1597178980,57,74,87.8,4.7
430,Benavente,ES,42.0,-5.68,1597178980,100,82,62.6,3.36
431,Touros,BR,-5.2,-35.46,1597178980,20,78,78.8,10.29
432,Ust-Tsilma,RU,65.44,52.15,1597178980,90,93,43.29,5.14
433,Chico,US,39.73,-121.84,1597178507,40,37,88.0,8.05
434,Esil,KZ,51.96,66.4,1597178981,61,84,61.29,11.56
435,Anloga,GH,5.79,0.9,1597178981,20,88,75.2,6.93
436,Curvelo,BR,-18.76,-44.43,1597178981,46,42,73.69,5.39
437,Kaz,RU,52.91,87.31,1597178981,90,89,60.24,4.09
438,High Level,CA,58.52,-117.14,1597178981,75,67,62.6,10.29
439,Kaduqli,SD,11.02,29.72,1597178981,100,90,74.1,3.02
440,Maţāy,EG,28.42,30.78,1597178982,0,43,84.11,13.76
441,Goundi,TD,9.36,17.37,1597178982,67,89,73.44,2.19
442,Loudi,CN,27.73,111.99,1597178982,99,93,77.95,4.16
443,Diamantino,BR,-14.41,-56.45,1597178982,52,25,90.61,1.48
444,Samarai,PG,-10.62,150.67,1597178404,69,88,78.62,13.18
445,Launceston,AU,-41.45,147.17,1597178927,90,93,41.0,1.45
446,College,US,64.86,-147.8,1597178983,75,76,57.99,1.32
447,Sekondi,GH,4.94,-1.71,1597178983,90,86,73.29,5.77
448,Viedma,AR,-40.81,-63.0,1597178983,0,40,55.0,5.01
449,Gaza,PS,31.5,34.47,1597178859,40,69,80.6,3.36
450,Effingham County,US,32.37,-81.33,1597178691,40,52,93.99,5.88
451,Aksarka,RU,66.56,67.8,1597178983,83,88,45.91,4.92
452,Hobyo,SO,5.35,48.53,1597178406,15,83,75.54,26.26
453,Elko,US,41.0,-115.5,1597178984,73,18,82.99,11.99
454,Kushima,JP,31.46,131.23,1597178984,10,94,80.01,3.83
455,‘Ewa Beach,US,21.32,-158.01,1597178387,40,51,86.0,5.82
456,Rafai,CF,4.95,23.92,1597178984,100,93,71.64,1.28
457,Margate,GB,51.38,1.39,1597178387,0,78,71.01,11.97
458,Cervo,ES,43.67,-7.41,1597178985,100,92,68.0,5.97
459,Belaya Gora,RU,68.53,146.42,1597178985,10,57,46.67,3.58
460,Grand-Santi,GF,4.25,-54.38,1597178985,65,60,87.06,2.62
461,Mianwali,PK,32.57,71.53,1597178985,20,41,98.69,11.79
462,Nassau,US,40.75,-73.58,1597178979,40,74,84.99,18.34
463,Ahipara,NZ,-35.17,173.17,1597178986,100,88,55.92,30.22
464,Nuuk,GL,64.18,-51.72,1597178435,90,61,48.2,10.29
465,Borgo San Lorenzo,IT,43.96,11.38,1597178986,0,42,82.99,4.7
466,Oddur,SO,4.12,43.89,1597178986,60,69,71.8,20.24
467,Necochea,AR,-38.55,-58.74,1597178986,0,68,46.0,4.0
468,Kouango,CF,4.99,19.96,1597178986,100,92,72.81,0.81
469,Pozo Colorado,PY,-23.49,-58.8,1597178987,87,43,73.15,10.6
470,La Romana,DO,18.43,-68.97,1597178987,100,72,84.63,10.58
471,Nālūt,LY,30.33,10.85,1597178987,7,32,88.16,24.09
472,Rabo de Peixe,PT,37.8,-25.58,1597178987,20,68,71.6,10.29
473,Zhenhaicun,CN,24.26,118.09,1597178987,98,94,80.6,2.24
474,Najrān,SA,17.49,44.13,1597178987,64,18,87.8,2.24
475,Pakokku,MM,21.33,95.1,1597178988,95,78,80.13,13.42
476,Kalabo,ZM,-14.97,22.68,1597178988,0,28,62.33,2.82
477,Alenquer,BR,-1.94,-54.74,1597178988,20,62,89.6,10.29
478,Caiapônia,BR,-16.96,-51.81,1597178988,8,29,80.29,3.36
479,Galesong,ID,-5.32,119.37,1597178988,20,94,75.2,1.12
480,Ngunguru,NZ,-35.62,174.5,1597178988,80,3,55.99,15.01
481,Jiuquan,CN,39.74,98.52,1597178989,19,59,59.4,0.98
482,Marsh Harbour,BS,26.54,-77.06,1597178419,46,64,84.92,6.98
483,Taoudenni,ML,22.68,-3.98,1597178410,6,11,104.14,8.79
484,Tiksi,RU,71.69,128.87,1597178989,100,85,40.32,8.86
485,Abonnema,NG,4.71,6.79,1597178989,20,83,78.8,5.82
486,Opichen,MX,20.55,-89.85,1597178989,75,63,91.4,4.7
487,Syracuse,IT,37.09,15.28,1597178990,55,61,81.0,5.82
488,Līvāni,LV,56.35,26.18,1597178990,1,87,51.69,4.32
489,Barranca,PE,-10.75,-77.77,1597178990,20,72,62.64,6.71
490,Srandakan,ID,-7.94,110.25,1597178990,100,92,74.55,1.03
491,Sistranda,NO,63.73,8.83,1597178990,40,93,55.4,4.7
492,Upata,VE,8.01,-62.4,1597178990,100,90,79.11,3.62
493,Hof,DE,50.32,11.92,1597178738,4,56,69.01,6.15
494,Ila,NO,63.43,10.37,1597178991,27,75,61.0,1.01
495,Vila Franca do Campo,PT,37.72,-25.43,1597178415,20,68,71.6,10.29
496,Kommunar,RU,59.62,30.39,1597178991,90,67,57.2,8.95
497,Kavaratti,IN,10.57,72.64,1597178991,100,76,82.04,16.02
498,Sovetskiy,RU,61.36,63.58,1597178420,40,90,47.28,6.76
499,Barkhan,PK,29.9,69.53,1597178991,39,58,83.19,11.86
500,Liberal,US,37.04,-100.92,1597178991,1,36,93.2,11.41
501,Biryusinsk,RU,55.96,97.82,1597178992,0,78,56.37,2.89
502,Severo-Kuril'sk,RU,50.68,156.12,1597178410,100,92,50.31,20.6
503,Prince Rupert,CA,54.32,-130.32,1597178753,1,82,57.2,9.17
504,Santiago,CL,-33.46,-70.65,1597178712,0,41,62.01,6.93
505,Kushmurun,KZ,52.45,64.63,1597178992,100,83,59.94,15.19
506,Yar-Sale,RU,66.83,70.83,1597178407,97,89,49.84,10.07
507,Grand Forks,US,47.93,-97.03,1597178992,20,30,81.0,4.7
508,Ust-Kuyga,RU,70.02,135.6,1597178992,100,70,42.58,3.06
509,Morondava,MG,-20.28,44.28,1597178993,0,62,71.98,14.14
510,Hongjiang,CN,27.11,110.0,1597178993,96,89,76.95,3.78
511,Podhum,BA,43.72,17.0,1597178993,19,83,78.01,1.12
512,Virginia Beach,US,36.85,-75.98,1597178352,75,59,91.4,12.75
513,Inta,RU,66.03,60.17,1597178993,31,97,40.53,11.23
514,Uromi,NG,6.7,6.33,1597178994,0,90,68.54,5.19
515,Jalu,LY,29.03,21.55,1597178994,0,25,86.4,12.97
516,Puerto Escondido,MX,15.85,-97.07,1597178701,90,69,80.6,12.21
517,Knysna,ZA,-34.04,23.05,1597178750,63,62,53.6,10.29
518,Bani Walid,LY,31.76,13.99,1597178994,0,75,76.41,10.83
519,Shubarshi,KZ,48.59,57.19,1597178994,0,58,63.68,7.9
520,Ternate,ID,0.8,127.4,1597178994,63,77,79.93,3.74
521,Kuala Terengganu,MY,5.33,103.14,1597178995,20,88,77.0,5.82
522,Doka,SD,13.52,35.77,1597178995,80,82,74.35,4.27
523,Port Blair,IN,11.67,92.75,1597178995,100,80,82.76,17.43
524,Jumla,NP,29.27,82.18,1597178995,93,72,63.7,0.63
525,Zapolyarnyy,RU,69.42,30.81,1597178995,75,81,50.0,3.36
526,Valcourt,CA,45.5,-72.32,1597178995,20,55,91.0,12.75
527,Coyhaique,CL,-45.58,-72.07,1597178995,75,57,48.2,3.36
528,Sibolga,ID,1.74,98.78,1597178996,100,81,78.46,2.95
529,Santa Cruz de la Sierra,BO,-17.8,-63.17,1597178965,75,83,75.2,6.93
530,Baft,IR,29.23,56.61,1597178996,27,24,72.88,5.64
531,São Lourenço do Oeste,BR,-26.36,-52.85,1597178996,0,85,62.22,2.01
532,Tapes,BR,-30.67,-51.4,1597178996,100,80,49.32,2.75
533,Verkh-Usugli,RU,52.7,115.17,1597178997,69,93,52.3,0.94
534,Tengzhou,CN,35.08,117.15,1597178997,100,91,76.48,10.31
535,Falāvarjān,IR,32.56,51.51,1597178997,0,15,87.8,6.93
536,Havelock,US,34.88,-76.9,1597178292,20,74,86.0,4.7
537,Tupik,RU,54.43,119.93,1597178998,6,84,51.91,3.18
538,Vinh,VN,18.67,105.67,1597178998,87,80,80.55,3.18
539,Tocopilla,CL,-22.09,-70.2,1597178914,11,51,62.44,2.55
540,Vasylivka,UA,47.44,35.27,1597178998,0,72,71.01,6.71
541,Moree,AU,-29.47,149.85,1597178998,41,81,53.6,12.75
542,Santo Tomas,PH,14.11,121.14,1597178998,100,88,80.6,3.49
543,Santa Inês,BR,-3.67,-45.38,1597178999,13,51,84.11,1.32
544,Pitkyaranta,RU,61.57,31.48,1597178999,10,77,50.65,8.84
545,Ajdabiya,LY,30.76,20.23,1597178427,0,47,79.99,11.18
546,Balkhash,KZ,46.84,74.98,1597178999,15,40,71.08,11.86
547,Eyl,SO,7.98,49.82,1597178999,100,72,76.82,28.34
548,Verāval,IN,20.9,70.37,1597178409,100,84,81.97,20.4
549,Arlit,NE,18.74,7.39,1597178999,17,45,88.93,5.61
550,Chekhov,RU,55.14,37.47,1597179000,28,71,57.2,6.71
551,Sisimiut,GL,66.94,-53.67,1597179000,65,56,48.24,8.59
552,Qui Nhon,VN,13.77,109.23,1597179000,99,80,79.52,3.87
